Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;BFS-Nr;Kantonskürzel;E;N;Sprache;Validity
La Chaux (Cossonay);1308;00;La Chaux (Cossonay);5474;VD;6.467055987106311;46.6206469559597;fr;2008-07-01
Chevilly;1316;00;La Chaux (Cossonay);5474;VD;6.468730243711416;46.634328350373494;fr;2008-07-01
Chavannes-le-Veyron;1148;07;Chavannes-le-Veyron;5475;VD;6.446765436602746;46.60835299092318;fr;2008-07-01
Chevilly;1316;00;Chevilly;5476;VD;6.472187574344977;46.64321091230955;fr;2008-07-01
Cossonay-Ville;1304;00;Cossonay;5477;VD;6.5016095883777485;46.61625984227915;fr;2008-07-01
Allens;1304;03;Cossonay;5477;VD;6.509361249944938;46.59806418127138;fr;2008-07-01
Cuarnens;1148;04;Cuarnens;5479;VD;6.433685342168061;46.63176601963815;fr;2008-07-01
Daillens;1306;00;Daillens;5480;VD;6.54860364847804;46.626786967412116;fr;2008-07-01
Dizy;1304;02;Dizy;5481;VD;6.496408687610223;46.63409891294352;fr;2008-07-01
Eclépens;1312;00;Eclépens;5482;VD;6.539673557766681;46.65207702628089;fr;2008-07-01
Ferreyres;1313;00;Ferreyres;5483;VD;6.480903220363961;46.65996365616124;fr;2008-07-01
Gollion;1124;00;Gollion;5484;VD;6.510003412342043;46.58670923321343;fr;2008-07-01
Grancy;1117;00;Grancy;5485;VD;6.460390123741439;46.59387944205839;fr;2008-07-01
L'Isle;1148;00;L'Isle;5486;VD;6.400897701289194;46.62269553761617;fr;2008-07-01
Villars-Bozon;1148;03;L'Isle;5486;VD;6.408964973756837;46.60830236524562;fr;2008-07-01
La Coudre;1148;09;L'Isle;5486;VD;6.399955451999516;46.63373017731698;fr;2008-07-01
Lussery-Villars;1307;00;Lussery-Villars;5487;VD;6.525370797082243;46.632346825878436;fr;2008-07-01
Mauraz;1148;02;Mauraz;5488;VD;6.416659980253331;46.602789632792664;fr;2008-07-01
Mex VD;1031;00;Mex (VD);5489;VD;6.561530695682906;46.57478495515443;fr;2008-07-01
Moiry VD;1148;08;Moiry;5490;VD;6.453083620201121;46.65307212400998;fr;2008-07-01
Mont-la-Ville;1148;05;Mont-la-Ville;5491;VD;6.390445008808514;46.653432612892296;fr;2008-07-01
Vaulion;1325;00;Mont-la-Ville;5491;VD;6.367345776026603;46.6623315785518;fr;2008-07-01
Montricher;1147;00;Montricher;5492;VD;6.357466410174688;46.60300108957218;fr;2008-07-01
Orny;1317;00;Orny;5493;VD;6.533689564783727;46.67160105742036;fr;2008-07-01
Bavois;1372;00;Orny;5493;VD;6.549827755356395;46.66422714468568;fr;2008-07-01
Penthalaz;1305;00;Penthalaz;5495;VD;6.53149752474123;46.61390575829386;fr;2008-07-01
Penthaz;1303;00;Penthaz;5496;VD;6.540559018215009;46.59939736462993;fr;2008-07-01
Pompaples;1318;00;Pompaples;5497;VD;6.522120446471973;46.67827114672694;fr;2008-07-01
La Sarraz;1315;00;La Sarraz;5498;VD;6.506824669769823;46.64995511377061;fr;2008-07-01
Senarclens;1304;04;Senarclens;5499;VD;6.4825851978882625;46.5986304932012;fr;2008-07-01
Sullens;1036;00;Sullens;5501;VD;6.56706097122599;46.59126995317647;fr;2008-07-01
Mex VD;1031;00;Vufflens-la-Ville;5503;VD;6.549931686394516;46.56522213014338;fr;2008-07-01
Vufflens-la-Ville;1302;00;Vufflens-la-Ville;5503;VD;6.537184323955605;46.575153996432;fr;2008-07-01
Assens;1042;00;Assens;5511;VD;6.626802205306718;46.61598858286212;fr;2008-07-01
Bioley-Orjulaz;1042;03;Assens;5511;VD;6.5993269868459485;46.61941268210866;fr;2008-07-01
Bercher;1038;00;Bercher;5512;VD;6.705799087269955;46.6899232499571;fr;2008-07-01
Bottens;1041;33;Bottens;5514;VD;6.664575689055124;46.615232023861424;fr;2008-07-01
Bretigny-sur-Morrens;1053;02;Bretigny-sur-Morrens;5515;VD;6.646617386886602;46.59861417185121;fr;2008-07-01
Cugy VD;1053;00;Cugy (VD);5516;VD;6.64303105794911;46.58082013718486;fr;2008-07-01
Echallens;1040;00;Echallens;5518;VD;6.63515772900065;46.637900793298606;fr;2008-07-01
Essertines-sur-Yverdon;1417;00;Essertines-sur-Yverdon;5520;VD;6.643386238251726;46.71736246706351;fr;2008-07-01
Epautheyres;1417;02;Essertines-sur-Yverdon;5520;VD;6.646132298591037;46.73567111986306;fr;2008-07-01
Etagnières;1037;00;Etagnières;5521;VD;6.610871527866588;46.60095245196603;fr;2008-07-01
Fey;1044;00;Fey;5522;VD;6.680282704425234;46.673827569671296;fr;2008-07-01
Froideville;1055;00;Froideville;5523;VD;6.691527226700213;46.59670259437877;fr;2008-07-01
Morrens VD;1054;00;Morrens (VD);5527;VD;6.627612882362187;46.5917137108849;fr;2008-07-01
Oulens-sous-Echallens;1377;00;Oulens-sous-Echallens;5529;VD;6.571908674627308;46.648125305780525;fr;2008-07-01
Pailly;1416;00;Pailly;5530;VD;6.674609689146523;46.699061641525454;fr;2008-07-01
Penthéréaz;1375;00;Penthéréaz;5531;VD;6.605329272343508;46.68292169689911;fr;2008-07-01
Poliez-Pittet;1041;32;Poliez-Pittet;5533;VD;6.688772545793117;46.62471039672218;fr;2008-07-01
Rueyres;1046;00;Rueyres;5534;VD;6.692998183780814;46.69677247930406;fr;2008-07-01
St-Barthélemy VD;1040;03;Saint-Barthélemy (VD);5535;VD;6.602106122708276;46.63485673071195;fr;2008-07-01
Villars-le-Terroir;1040;02;Villars-le-Terroir;5537;VD;6.6438993537469235;46.65818940346929;fr;2008-07-01
Vuarrens;1418;00;Vuarrens;5539;VD;6.646763583653311;46.685346591565086;fr;2008-07-01
Dommartin;1041;21;Montilliez;5540;VD;6.6962230637478575;46.64331716458251;fr;2008-07-01
Naz;1041;26;Montilliez;5540;VD;6.694002097136484;46.65882877015646;fr;2008-07-01
Poliez-le-Grand;1041;31;Montilliez;5540;VD;6.665826106132257;46.63804966219737;fr;2008-07-01
Sugnens;1043;00;Montilliez;5540;VD;6.6740315529475405;46.65470387409663;fr;2008-07-01
Goumoens-la-Ville;1376;00;Goumoëns;5541;VD;6.6120292139930745;46.65824401890401;fr;2008-07-01
Eclagnens;1376;02;Goumoëns;5541;VD;6.593488428458486;46.64762985026928;fr;2008-07-01
Goumoens-le-Jux;1376;03;Goumoëns;5541;VD;6.586902553292118;46.66670534002631;fr;2008-07-01
Fontanezier;1423;02;Bonvillars;5551;VD;6.665413095215565;46.86450030015535;fr;2008-07-01
Bonvillars;1427;00;Bonvillars;5551;VD;6.671854359791432;46.842642929602064;fr;2008-07-01
Les Rasses;1452;00;Bullet;5552;VD;6.535646339240061;46.83926808103805;fr;2008-07-01
Bullet;1453;00;Bullet;5552;VD;6.560746069253758;46.848741727835815;fr;2008-07-01
Champagne;1424;00;Champagne;5553;VD;6.653555405341265;46.83571115890802;fr;2008-07-01
Concise;1426;00;Concise;5554;VD;6.725940303903643;46.86509947657567;fr;2008-07-01
Vaumarcus;2028;00;Concise;5554;VD;6.747789407406589;46.86965406818041;fr;2008-07-01
Corcelles-près-Concise;1426;01;Corcelles-près-Concise;5555;VD;6.699715575080687;46.8509511736739;fr;2008-07-01
Fiez;1420;00;Fiez;5556;VD;6.6277970933395105;46.828106109484835;fr;2008-07-01
Bullet;1453;00;Fiez;5556;VD;6.548992021042521;46.86398910153573;fr;2008-07-01
Fontaines-sur-Grandson;1421;00;Fontaines-sur-Grandson;5557;VD;6.616940874957695;46.83317100687935;fr;2008-07-01
Mauborget;1453;02;Fontaines-sur-Grandson;5557;VD;6.58549853594421;46.8722236606411;fr;2008-07-01
Giez;1429;00;Giez;5559;VD;6.610093768459071;46.81380815838499;fr;2008-07-01
Grandevent;1421;02;Grandevent;5560;VD;6.60564175948665;46.842142426019464;fr;2008-07-01
Bullet;1453;00;Grandevent;5560;VD;6.590929253097985;46.845673898523955;fr;2008-07-01
Mauborget;1453;02;Grandevent;5560;VD;6.589802909171313;46.85266718924344;fr;2008-07-01
Grandson;1422;00;Grandson;5561;VD;6.6393681823970985;46.811761912783204;fr;2008-07-01
Mauborget;1453;02;Mauborget;5562;VD;6.611218381496082;46.86860420689588;fr;2008-07-01
Mutrux;1428;02;Mutrux;5563;VD;6.725999974004864;46.88084206859241;fr;2008-07-01
Novalles;1431;02;Novalles;5564;VD;6.592779602207474;46.83273935303627;fr;2008-07-01
Onnens VD;1425;00;Onnens (VD);5565;VD;6.687487341859811;46.84412077916729;fr;2008-07-01
Provence;1428;01;Provence;5566;VD;6.703064131207477;46.894655610090865;fr;2008-07-01
Couvet;2108;00;Provence;5566;VD;6.694505610223414;46.92107724813344;fr;2008-07-01
Vuiteboeuf;1445;00;Sainte-Croix;5568;VD;6.55012107024214;46.812216620741324;fr;2008-07-01
Ste-Croix;1450;00;Sainte-Croix;5568;VD;6.501081847454082;46.82927356014411;fr;2008-07-01
La Sagne (Ste-Croix);1450;02;Sainte-Croix;5568;VD;6.497621736470719;46.80866656873875;fr;2008-07-01
Le Château-de-Ste-Croix;1450;03;Sainte-Croix;5568;VD;6.532100474454185;46.817423557729555;fr;2008-07-01
Les Rasses;1452;00;Sainte-Croix;5568;VD;6.526848382810187;46.830452063641154;fr;2008-07-01
L'Auberson;1454;00;Sainte-Croix;5568;VD;6.462802206334785;46.81397827375669;fr;2008-07-01
La Vraconnaz;1454;02;Sainte-Croix;5568;VD;6.47740719327502;46.843954251758596;fr;2008-07-01
Villars-Burquin;1423;00;Tévenon;5571;VD;6.626342872300014;46.84745664908602;fr;2008-07-01
Fontanezier;1423;02;Tévenon;5571;VD;6.660412140013191;46.86125249260182;fr;2008-07-01
Romairon;1423;03;Tévenon;5571;VD;6.64252567377841;46.85015915511866;fr;2008-07-01
Vaugondry;1423;04;Tévenon;5571;VD;6.63638860860271;46.84616772632439;fr;2008-07-01
Mauborget;1453;02;Tévenon;5571;VD;6.625246827714432;46.87931276345173;fr;2008-07-01
Belmont-sur-Lausanne;1092;00;Belmont-sur-Lausanne;5581;VD;6.690681782558214;46.528742930408946;fr;2008-07-01
Cheseaux-sur-Lausanne;1033;00;Cheseaux-sur-Lausanne;5582;VD;6.595956202890933;46.582539314213875;fr;2008-07-01
Crissier;1023;00;Crissier;5583;VD;6.577536060367097;46.555293475736754;fr;2008-07-01
Cheseaux-sur-Lausanne;1033;00;Crissier;5583;VD;6.578353426461244;46.57355108990458;fr;2008-07-01
Epalinges;1066;00;Epalinges;5584;VD;6.666686596571439;46.55270878576493;fr;2008-07-01
Jouxtens-Mézery;1008;02;Jouxtens-Mézery;5585;VD;6.59555826852076;46.55302764988299;fr;2008-07-01
Lausanne 25;1000;25;Lausanne;5586;VD;6.688708948568415;46.573637062166114;fr;2008-07-01
Lausanne 26;1000;26;Lausanne;5586;VD;6.6971348027461;46.55346026936027;fr;2008-07-01
Lausanne 27;1000;27;Lausanne;5586;VD;6.681409320410339;46.54169935674555;fr;2008-07-01
Lausanne;1003;00;Lausanne;5586;VD;6.630104680332194;46.52000432315463;fr;2008-07-01
Lausanne;1004;00;Lausanne;5586;VD;6.618677635508546;46.52848029753579;fr;2008-07-01
Lausanne;1005;00;Lausanne;5586;VD;6.6425000885583225;46.519858886604155;fr;2008-07-01
Lausanne;1006;00;Lausanne;5586;VD;6.637105008768701;46.511216631756476;fr;2008-07-01
Lausanne;1007;00;Lausanne;5586;VD;6.610407632322859;46.51719589933979;fr;2008-07-01
Lausanne;1010;00;Lausanne;5586;VD;6.65892030047717;46.53614302385457;fr;2008-07-01
Lausanne;1011;00;Lausanne;5586;VD;6.642775885787871;46.526382069376304;fr;2008-07-01
Lausanne;1012;00;Lausanne;5586;VD;6.656932149588721;46.52627320879269;fr;2008-07-01
Lausanne;1018;00;Lausanne;5586;VD;6.628631331196932;46.53876301548568;fr;2008-07-01
Crissier;1023;00;Lausanne;5586;VD;6.5880083934903455;46.55720681893447;fr;2008-07-01
Romanel-sur-Lausanne;1032;00;Lausanne;5586;VD;6.611271626222046;46.57085094617055;fr;2008-07-01
Cheseaux-sur-Lausanne;1033;00;Lausanne;5586;VD;6.602123737037592;46.57621472448714;fr;2008-07-01
Cugy VD;1053;00;Lausanne;5586;VD;6.6579199782774925;46.586275978738556;fr;2008-07-01
Le Mont-sur-Lausanne;1052;00;Le Mont-sur-Lausanne;5587;VD;6.63872820580589;46.5576946556499;fr;2008-07-01
Paudex;1094;00;Paudex;5588;VD;6.673309738222373;46.508368642646715;fr;2008-07-01
Lutry;1095;00;Paudex;5588;VD;6.6755152223736545;46.508532761947066;fr;2008-07-01
Prilly;1008;00;Prilly;5589;VD;6.60405529863759;46.53698250632675;fr;2008-07-01
Pully;1009;00;Pully;5590;VD;6.656724621386326;46.51229012094271;fr;2008-07-01
Les Monts-de-Pully;1068;00;Pully;5590;VD;6.683365737718205;46.53412676214162;fr;2008-07-01
Prilly;1008;00;Renens (VD);5591;VD;6.599700372269515;46.528366365734556;fr;2008-07-01
Renens VD;1020;00;Renens (VD);5591;VD;6.589538112871161;46.536436720888496;fr;2008-07-01
Romanel-sur-Lausanne;1032;00;Romanel-sur-Lausanne;5592;VD;6.607994667737581;46.563898465475674;fr;2008-07-01
Chexbres;1071;00;Chexbres;5601;VD;6.778665650817734;46.48405603227101;fr;2008-07-01
Forel (Lavaux);1072;00;Forel (Lavaux);5604;VD;6.763534073636513;46.54291244489652;fr;2008-07-01
Les Cullayes;1080;00;Forel (Lavaux);5604;VD;6.759779335471467;46.56523936213361;fr;2008-07-01
Grandvaux;1091;00;Forel (Lavaux);5604;VD;6.741233108430892;46.51277150803273;fr;2008-07-01
La Croix (Lutry);1090;00;Lutry;5606;VD;6.701728709113135;46.52359641464407;fr;2008-07-01
Belmont-sur-Lausanne;1092;00;Lutry;5606;VD;6.692292090617662;46.52412060213103;fr;2008-07-01
La Conversion;1093;00;Lutry;5606;VD;6.685650127619817;46.51385207177768;fr;2008-07-01
Lutry;1095;00;Lutry;5606;VD;6.692255424825892;46.506138143146316;fr;2008-07-01
Puidoux;1070;00;Puidoux;5607;VD;6.787849475015255;46.512232985380294;fr;2008-07-01
Rivaz;1071;01;Puidoux;5607;VD;6.7773336114919935;46.47485781785538;fr;2008-07-01
Cully;1096;00;Puidoux;5607;VD;6.754965610535033;46.48477189596964;fr;2008-07-01
Epesses;1098;00;Puidoux;5607;VD;6.75770021750651;46.48566668259954;fr;2008-07-01
Les Thioleyres;1607;04;Puidoux;5607;VD;6.8080885919348715;46.54019269083035;fr;2008-07-01
Chexbres;1071;00;Rivaz;5609;VD;6.777517593784315;46.479027108684726;fr;2008-07-01
Rivaz;1071;01;Rivaz;5609;VD;6.780381284411849;46.47650231003837;fr;2008-07-01
St-Saphorin (Lavaux);1071;02;Saint-Saphorin (Lavaux);5610;VD;6.792479887162223;46.47955743903697;fr;2008-07-01
Savigny;1073;00;Savigny;5611;VD;6.725949279118675;46.53823355015602;fr;2008-07-01
Mollie-Margot;1073;02;Savigny;5611;VD;6.7382319350459445;46.56155087913076;fr;2008-07-01
La Croix (Lutry);1090;00;Savigny;5611;VD;6.7161666539529215;46.51835834469735;fr;2008-07-01
Aran;1091;01;Savigny;5611;VD;6.720019275793037;46.51828815477917;fr;2008-07-01
Puidoux;1070;00;Bourg-en-Lavaux;5613;VD;6.754377147256591;46.50507272011877;fr;2008-07-01
Grandvaux;1091;00;Bourg-en-Lavaux;5613;VD;6.728512042021157;46.50738971581574;fr;2008-07-01
Aran;1091;01;Bourg-en-Lavaux;5613;VD;6.717089507126548;46.511170413762315;fr;2008-07-01
Chenaux;1091;03;Bourg-en-Lavaux;5613;VD;6.73148576743222;46.49575826510595;fr;2008-07-01
Lutry;1095;00;Bourg-en-Lavaux;5613;VD;6.707024312697739;46.501616967499096;fr;2008-07-01
Cully;1096;00;Bourg-en-Lavaux;5613;VD;6.727077238467481;46.48812901915987;fr;2008-07-01
Villette (Lavaux);1096;02;Bourg-en-Lavaux;5613;VD;6.709015063582023;46.49574598930046;fr;2008-07-01
Riex;1097;00;Bourg-en-Lavaux;5613;VD;6.7417849521932585;46.50124381119256;fr;2008-07-01
Epesses;1098;00;Bourg-en-Lavaux;5613;VD;6.752459467723754;46.49895654725593;fr;2008-07-01
Aclens;1123;00;Aclens;5621;VD;6.509165162318667;46.56873493093479;fr;2008-07-01
Bremblens;1121;00;Bremblens;5622;VD;6.520597271664829;46.55017786307129;fr;2008-07-01
Buchillon;1164;00;Buchillon;5623;VD;6.409270661651086;46.466667479137776;fr;2008-07-01
Bussigny;1030;00;Bussigny;5624;VD;6.547341866398059;46.55414237574332;fr;2014-05-01
Lausanne;1015;00;Chavannes-près-Renens;5627;VD;6.5842449225678115;46.52339029130287;fr;2008-07-01
Chavannes-près-Renens;1022;00;Chavannes-près-Renens;5627;VD;6.577694070087754;46.530878692441206;fr;2008-07-01
Chigny;1134;02;Chigny;5628;VD;6.477557239112229;46.515558410254336;fr;2008-07-01
Clarmont;1127;00;Clarmont;5629;VD;6.449582437524186;46.54870452535237;fr;2008-07-01
Denens;1135;00;Denens;5631;VD;6.452827709362676;46.51770615777413;fr;2008-07-01
Denges;1026;02;Denges;5632;VD;6.539353530494446;46.52199007284087;fr;2008-07-01
Echandens;1026;03;Echandens;5633;VD;6.537071830198389;46.54127448366729;fr;2008-07-01
Echichens;1112;00;Echichens;5634;VD;6.494180709078998;46.53007865425561;fr;2008-07-01
St-Saphorin-sur-Morges;1113;00;Echichens;5634;VD;6.490354570289115;46.5445286040864;fr;2008-07-01
Colombier VD;1114;00;Echichens;5634;VD;6.4702555105466075;46.55574958753306;fr;2008-07-01
Monnaz;1125;00;Echichens;5634;VD;6.479785867308072;46.531291826513176;fr;2008-07-01
Lausanne;1015;00;Ecublens (VD);5635;VD;6.5698744894406795;46.520551416840874;fr;2008-07-01
Ecublens VD;1024;00;Ecublens (VD);5635;VD;6.560090055887216;46.52937771414272;fr;2008-07-01
Etoy;1163;00;Etoy;5636;VD;6.421601029731438;46.4832125887337;fr;2008-07-01
Aubonne;1170;00;Lavigny;5637;VD;6.407503566751202;46.487693865875926;fr;2008-07-01
Lavigny;1175;00;Lavigny;5637;VD;6.408850606017588;46.501008813538206;fr;2008-07-01
Lonay;1027;00;Lonay;5638;VD;6.5189880874965445;46.5302198654904;fr;2008-07-01
Lully VD;1132;00;Lully (VD);5639;VD;6.464282040717389;46.505483835201574;fr;2008-07-01
St-Prex;1162;00;Lully (VD);5639;VD;6.470880888322511;46.49536815527293;fr;2008-07-01
Lussy-sur-Morges;1167;00;Lussy-sur-Morges;5640;VD;6.448352900954923;46.50139746784743;fr;2008-07-01
Morges;1110;00;Morges;5642;VD;6.495011260528928;46.51355027850809;fr;2008-07-01
Préverenges;1028;00;Préverenges;5643;VD;6.528896769904227;46.517627046604446;fr;2008-07-01
Romanel-sur-Morges;1122;00;Romanel-sur-Morges;5645;VD;6.509117088921551;46.555532035356336;fr;2008-07-01
St-Prex;1162;00;Saint-Prex;5646;VD;6.447347328142303;46.48517373756355;fr;2008-07-01
Lausanne;1015;00;Saint-Sulpice (VD);5648;VD;6.581923075523136;46.519002751809474;fr;2008-07-01
St-Sulpice VD;1025;00;Saint-Sulpice (VD);5648;VD;6.557006720410247;46.5132776060062;fr;2008-07-01
Tolochenaz;1131;00;Tolochenaz;5649;VD;6.477354697502449;46.50260440309932;fr;2008-07-01
Vaux-sur-Morges;1126;00;Vaux-sur-Morges;5650;VD;6.463809296329719;46.537663726443704;fr;2008-07-01
Villars-Ste-Croix;1029;00;Villars-Sainte-Croix;5651;VD;6.563261778417226;46.565555334035956;fr;2008-07-01
Villars-sous-Yens;1168;00;Villars-sous-Yens;5652;VD;6.429012304282157;46.50706779126153;fr;2008-07-01
Vufflens-le-Château;1134;00;Vufflens-le-Château;5653;VD;6.470429457922239;46.52355681952896;fr;2008-07-01
Vullierens;1115;00;Vullierens;5654;VD;6.478644487831117;46.57586499265001;fr;2008-07-01
Yens;1169;00;Yens;5655;VD;6.405562887509471;46.5252467432983;fr;2008-07-01
Cottens VD;1116;00;Hautemorges;5656;VD;6.453258363756085;46.57198023130954;fr;2008-07-01
Reverolle;1128;00;Hautemorges;5656;VD;6.440476833840421;46.542757470861204;fr;2008-07-01
Bussy-Chardonney;1136;00;Hautemorges;5656;VD;6.437679936258975;46.531006255634765;fr;2008-07-01
Sévery;1141;00;Hautemorges;5656;VD;6.442325281668698;46.57250967989536;fr;2008-07-01
Pampigny;1142;00;Hautemorges;5656;VD;6.416487413507965;46.58455262249794;fr;2008-07-01
Apples;1143;00;Hautemorges;5656;VD;6.418622994681642;46.55549027370946;fr;2008-07-01
Bercher;1038;00;Boulens;5661;VD;6.71747709397756;46.695246429229485;fr;2008-07-01
Boulens;1063;03;Boulens;5661;VD;6.719049779545209;46.6822320258604;fr;2008-07-01
Bussy-sur-Moudon;1514;00;Bussy-sur-Moudon;5663;VD;6.810992555542553;46.69127442867727;fr;2008-07-01
Moudon;1510;00;Chavannes-sur-Moudon;5665;VD;6.823473200204661;46.670008338741546;fr;2008-07-01
Chavannes-sur-Moudon;1512;00;Chavannes-sur-Moudon;5665;VD;6.813526394113263;46.65848057792777;fr;2008-07-01
Curtilles;1521;00;Curtilles;5669;VD;6.849398177184493;46.69821372815533;fr;2008-07-01
Dompierre VD;1682;03;Dompierre (VD);5671;VD;6.881471477608475;46.7119840784699;fr;2008-07-01
Peney-le-Jorat;1059;00;Hermenches;5673;VD;6.742033817630342;46.63871866842004;fr;2008-07-01
Hermenches;1513;00;Hermenches;5673;VD;6.7553392546471684;46.63986661614203;fr;2008-07-01
Lovatens;1682;02;Lovatens;5674;VD;6.866914108427101;46.69449648948027;fr;2008-07-01
Lucens;1522;00;Lucens;5675;VD;6.83657345406284;46.70853126325747;fr;2008-07-01
Oulens-sur-Lucens;1522;09;Lucens;5675;VD;6.815289604720477;46.707396365796974;fr;2008-07-01
Forel-sur-Lucens;1526;00;Lucens;5675;VD;6.823905276214092;46.72598919962157;fr;2008-07-01
Cremin;1526;02;Lucens;5675;VD;6.84073284047258;46.723834060799916;fr;2008-07-01
Brenles;1683;00;Lucens;5675;VD;6.856902545299028;46.669064117221836;fr;2008-07-01
Chesalles-sur-Moudon;1683;02;Lucens;5675;VD;6.835183681644545;46.67520680826134;fr;2008-07-01
Sarzens;1683;03;Lucens;5675;VD;6.850182247428351;46.68325608753254;fr;2008-07-01
Moudon;1510;00;Moudon;5678;VD;6.791240616068144;46.6704648659499;fr;2008-07-01
Ogens;1045;00;Ogens;5680;VD;6.724464535479307;46.708440817277584;fr;2008-07-01
Prévonloup;1682;00;Prévonloup;5683;VD;6.882751910907083;46.69736240087521;fr;2008-07-01
Rossenges;1513;02;Rossenges;5684;VD;6.774708011026588;46.654738737027024;fr;2008-07-01
Syens;1510;02;Syens;5688;VD;6.777481786774631;46.642331257702004;fr;2008-07-01
Villars-le-Comte;1515;00;Villars-le-Comte;5690;VD;6.801266620761572;46.71304720540126;fr;2008-07-01
Vucherens;1509;00;Vucherens;5692;VD;6.7745737215434785;46.62769180631625;fr;2008-07-01
Bercher;1038;00;Montanaire;5693;VD;6.718045610598043;46.695947467974726;fr;2008-07-01
Chapelle-sur-Moudon;1063;00;Montanaire;5693;VD;6.737154531900788;46.67078202504132;fr;2008-07-01
Martherenges;1063;02;Montanaire;5693;VD;6.755723301334578;46.66147116715754;fr;2008-07-01
Peyres-Possens;1063;04;Montanaire;5693;VD;6.709192788342317;46.663101710760635;fr;2008-07-01
Chanéaz;1409;00;Montanaire;5693;VD;6.742512227951524;46.72893690734458;fr;2008-07-01
Thierrens;1410;00;Montanaire;5693;VD;6.757748878572126;46.70325764225443;fr;2008-07-01
Correvon;1410;02;Montanaire;5693;VD;6.739632819566979;46.717090962336066;fr;2008-07-01
Denezy;1410;03;Montanaire;5693;VD;6.786306669228635;46.722131849222066;fr;2008-07-01
St-Cierges;1410;05;Montanaire;5693;VD;6.735260571101813;46.68961015442282;fr;2008-07-01
Neyruz-sur-Moudon;1515;01;Montanaire;5693;VD;6.788712777422888;46.6979106689312;fr;2008-07-01
Arnex-sur-Nyon;1277;01;Arnex-sur-Nyon;5701;VD;6.192577981240461;46.37289917925459;fr;2008-07-01
St-Cergue;1264;00;Arzier-Le Muids;5702;VD;6.1300414385136435;46.46883818008815;fr;2008-07-01
